dataset,sample_id,duration_group,error_rate,metric,hypothesis,reference,reference_full,error_rate_corrected
librispeech,librispeech_7176-92135,extra_long,0.0333,WER,"He is a welcome figure at the garden parties of the elect, who are always ready to encourage him by accepting free seats for his play. Actor-managers nod to him, editors allow him to contribute, without charge, to a symposium on the price of golf balls. In short, he becomes a prominent figure in London society, and, if he is not careful, somebody will say so. But even the unsuccessful dramatist has his moments. your play must be not merely a good play but a successful one frankly i cannot always say but suppose you said i'm fond of writing my people always say my letters home are good enough for punch i've got a little idea for a play about a man and a woman and another woman and but perhaps i better keep the plot a secret for the moment anyhow it's jolly exciting and i can do the dialogue alright. Lend me your ear for 10 minutes and you shall learn just what stagecraft is. And I should begin with a short homily on soliloquy.",HE IS A WELCOME FIGURE AT THE GARDEN PARTIES OF THE ELECT WHO ARE ALWAYS READY TO ENCOURAGE HIM BY ACCEPTING FREE SEATS ,HE IS A WELCOME FIGURE AT THE GARDEN PARTIES OF THE ELECT WHO ARE ALWAYS READY TO ENCOURAGE HIM BY ACCEPTING FREE SEATS FOR HIS PLAY ACTOR MANAGERS NOD TO HIM EDITORS ALLOW HIM TO CONTRIBUTE WITHOUT CHARGE TO A SYMPOSIUM ON THE PRICE OF GOLF BALLS IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO BUT EVEN THE UNSUCCESSFUL DRAMATIST HAS HIS MOMENTS YOUR PLAY MUST BE NOT MERELY A GOOD PLAY BUT A SUCCESSFUL ONE FRANKLY I CANNOT ALWAYS SAY BUT SUPPOSE YOU SAID I'M FOND OF WRITING MY PEOPLE ALWAYS SAY MY LETTERS HOME ARE GOOD ENOUGH FOR PUNCH I'VE GOT A LITTLE IDEA FOR A PLAY ABOUT A MAN AND A WOMAN AND ANOTHER WOMAN AND BUT PERHAPS I'D BETTER KEEP THE PLOT A SECRET FOR THE MOMENT ANYHOW IT'S JOLLY EXCITING AND I CAN DO THE DIALOGUE ALL RIGHT LEND ME YOUR EAR FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGECRAFT IS AND I SHOULD BEGIN WITH A SHORT HOMILY ON SOLILOQUY,0.0333
librispeech,librispeech_7729-102255,extra_long,0.0741,WER,the bogus legislature numbered 36 members this was at the march election 1855 that summer's immigration however being mainly from the free states greatly changed the relative strengths of the two parties for general service therefore requiring no special effort the numerical strength of the factions was about equal while on extraordinary occasions the 2000 border ruffian reserve lying a little farther back from the state line could at any time easily turn the scale the free state men had only their convictions their intelligence their courage and the moral support of the north the conspiracy had its secret combination the territorial officials the legislature the bogus laws the courts the militia officers the president and the army This was a formable array of advantages. Slavery was playing with loaded dice.,THE BOGUS LEGISLATURE NUMBERED THIRTY SIX MEMBERS THIS WAS AT THE MARCH ELECTION EIGHTEEN FIFTY FIVE THAT SUMMER'S EMIGR,THE BOGUS LEGISLATURE NUMBERED THIRTY SIX MEMBERS THIS WAS AT THE MARCH ELECTION EIGHTEEN FIFTY FIVE THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES FOR GENERAL SERVICE THEREFORE REQUIRING NO SPECIAL EFFORT THE NUMERICAL STRENGTH OF THE FACTIONS WAS ABOUT EQUAL WHILE ON EXTRAORDINARY OCCASIONS THE TWO THOUSAND BORDER RUFFIAN RESERVE LYING A LITTLE FARTHER BACK FROM THE STATE LINE COULD AT ANY TIME EASILY TURN THE SCALE THE FREE STATE MEN HAD ONLY THEIR CONVICTIONS THEIR INTELLIGENCE THEIR COURAGE AND THE MORAL SUPPORT OF THE NORTH THE CONSPIRACY HAD ITS SECRET COMBINATION THE TERRITORIAL OFFICIALS THE LEGISLATURE THE BOGUS LAWS THE COURTS THE MILITIA OFFICERS THE PRESIDENT AND THE ARMY THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,0.0741
librispeech,librispeech_8224-274381,extra_long,0.008,WER,"Though thrown into prison for this enterprise and detained some time, he was not discouraged, but still continued by his countenance and protection to infuse spirit into the distressed royalists. Among other persons of distinction who united themselves to him was Lord Napier of Murchiston, son of the famous inventor of the logarithms, the person to whom the title of a great man is more justly due than to any other whom his country ever produced. While the former foretold that the Scottish Covenanters were secretly forming a union with the English Parliament, and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined",THOUGH THROWN INTO PRISON FOR THIS ENTERPRISE AND DETAINED SOME TIME HE WAS NOT DISCOURAGED BUT STILL CONTINUED BY HIS C,THOUGH THROWN INTO PRISON FOR THIS ENTERPRISE AND DETAINED SOME TIME HE WAS NOT DISCOURAGED BUT STILL CONTINUED BY HIS COUNTENANCE AND PROTECTION TO INFUSE SPIRIT INTO THE DISTRESSED ROYALISTS AMONG OTHER PERSONS OF DISTINCTION WHO UNITED THEMSELVES TO HIM WAS LORD NAPIER OF MERCHISTON SON OF THE FAMOUS INVENTOR OF THE LOGARITHMS THE PERSON TO WHOM THE TITLE OF A GREAT MAN IS MORE JUSTLY DUE THAN TO ANY OTHER WHOM HIS COUNTRY EVER PRODUCED WHILE THE FORMER FORETOLD THAT THE SCOTTISH COVENANTERS WERE SECRETLY FORMING A UNION WITH THE ENGLISH PARLIAMENT AND INCULCATED THE NECESSITY OF PREVENTING THEM BY SOME VIGOROUS UNDERTAKING THE LATTER STILL INSISTED THAT EVERY SUCH ATTEMPT WOULD PRECIPITATE THEM INTO MEASURES TO WHICH OTHERWISE THEY WERE NOT PERHAPS INCLINED,0.008
librispeech,librispeech_8224-274384,extra_long,0.0429,WER,"He passed through Henley, St Albans, and came so near to London as Harrow-on-the-Hill. The Scottish generals and commissioners affected great surprise on the appearance of the king, and though they paid him all the exterior respect due to his dignity, they instantly set a guard upon him under colour of protection, and made him in reality a prisoner. They informed the English Parliament of this unexpected incident, and assured them that they had entered into no private treaty with the king. Or hath he given us any gift? And the men of Israel answered the men of Judah, and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us, that our advice should not be first had in bringing back our king?",HE PASSED THROUGH HENLEY SAINT ALBANS AND CAME SO NEAR TO LONDON AS HARROW ON THE HILL THE SCOTTISH GENERALS AND COMMISS,HE PASSED THROUGH HENLEY SAINT ALBANS AND CAME SO NEAR TO LONDON AS HARROW ON THE HILL THE SCOTTISH GENERALS AND COMMISSIONERS AFFECTED GREAT SURPRISE ON THE APPEARANCE OF THE KING AND THOUGH THEY PAID HIM ALL THE EXTERIOR RESPECT DUE TO HIS DIGNITY THEY INSTANTLY SET A GUARD UPON HIM UNDER COLOR OF PROTECTION AND MADE HIM IN REALITY A PRISONER THEY INFORMED THE ENGLISH PARLIAMENT OF THIS UNEXPECTED INCIDENT AND ASSURED THEM THAT THEY HAD ENTERED INTO NO PRIVATE TREATY WITH THE KING OR HATH HE GIVEN US ANY GIFT AND THE MEN OF ISRAEL ANSWERED THE MEN OF JUDAH AND SAID WE HAVE TEN PARTS IN THE KING AND WE HAVE ALSO MORE RIGHT IN DAVID THAN YE WHY THEN DID YE DESPISE US THAT OUR ADVICE SHOULD NOT BE FIRST HAD IN BRINGING BACK OUR KING,0.0429
librispeech,librispeech_8230-279154,extra_long,0.0072,WER,"The analysis of knowledge will occupy us until the end of the thirteenth lecture, and is the most difficult part of our whole enterprise. What is called perception differs from sensation by the fact that the sensational ingredients bring up habitual associates, images and expectations of their usual correlates, all of which are subjectively indistinguishable from the sensation. Whether or not this principle is liable to exceptions, everyone would agree that it has a broad measure of truth, though the word exactly might seem an overstatement, and it might seem more correct to say that ideas approximately represent impressions. And what sort of evidence is logically possible? There is no logical impossibility in the hypothesis that the world sprang into being five minutes ago, exactly as it then was, with a population that remembered a wholly unreal past.",THE ANALYSIS OF KNOWLEDGE WILL OCCUPY US UNTIL THE END OF THE THIRTEENTH LECTURE AND IS THE MOST DIFFICULT PART OF OUR W,THE ANALYSIS OF KNOWLEDGE WILL OCCUPY US UNTIL THE END OF THE THIRTEENTH LECTURE AND IS THE MOST DIFFICULT PART OF OUR WHOLE ENTERPRISE WHAT IS CALLED PERCEPTION DIFFERS FROM SENSATION BY THE FACT THAT THE SENSATIONAL INGREDIENTS BRING UP HABITUAL ASSOCIATES IMAGES AND EXPECTATIONS OF THEIR USUAL CORRELATES ALL OF WHICH ARE SUBJECTIVELY INDISTINGUISHABLE FROM THE SENSATION WHETHER OR NOT THIS PRINCIPLE IS LIABLE TO EXCEPTIONS EVERYONE WOULD AGREE THAT IS HAS A BROAD MEASURE OF TRUTH THOUGH THE WORD EXACTLY MIGHT SEEM AN OVERSTATEMENT AND IT MIGHT SEEM MORE CORRECT TO SAY THAT IDEAS APPROXIMATELY REPRESENT IMPRESSIONS AND WHAT SORT OF EVIDENCE IS LOGICALLY POSSIBLE THERE IS NO LOGICAL IMPOSSIBILITY IN THE HYPOTHESIS THAT THE WORLD SPRANG INTO BEING FIVE MINUTES AGO EXACTLY AS IT THEN WAS WITH A POPULATION THAT REMEMBERED A WHOLLY UNREAL PAST,0.0072
aishell1,aishell1_S0002_01,long,0.0575,CER,而对面楼市成交意志作用最大的限购也成为地方政府的眼中钉自六月底呼和号特市率先宣布取消限购后,而对楼市成交抑制作用最大的限购也成为地方政府的眼中钉自六月底呼和浩特市率先宣布取消限购后,而对楼市成交抑制作用最大的限购也成为地方政府的眼中钉自六月底呼和浩特市率先宣布取消限购后,0.0909
aishell1,aishell1_S0003_01,long,0.0079,CER,"这些高净值人士都是上述房企海外项目的潜在客群,多家在海外开发项目的房企负责人也表示,他们项目锁定的主要客户群就是由海外置业需求的华人。",这些高净值人士都是上述房企海外项目的潜在客群多家在海外开发项目的房企负责人也表示他们项目锁定的主要客户群就是有海外置业需求的华人,这些高净值人士都是上述房企海外项目的潜在客群多家在海外开发项目的房企负责人也表示他们项目锁定的主要客户群就是有海外置业需求的华人,0.0156
aishell1,aishell1_S0004_01,long,0.0,CER,不排除购房者可以在互联网上下单行业集中度加速提高资本市场收购案例急剧增长房地产行业也正在以加倍的速度兼并重组,不排除购房者可以在互联网上下单行业集中度加速提高资本市场收购案例急剧增长房地产行业也正在以加倍的速度兼并重组,不排除购房者可以在互联网上下单行业集中度加速提高资本市场收购案例急剧增长房地产行业也正在以加倍的速度兼并重组,0.0
aishell1,aishell1_S0005_01,long,0.0297,CER,十一年后就是十五万亿元即使销售面积不增加碰到天花板还有一倍的市场空间俞亮说相信白银时代依然是贵金属的时代,十年后就是十五万亿元即使销售面积不增加碰到天花板还有一倍的市场空间郁亮说相信白银时代依然是贵金属的时代,十年后就是十五万亿元即使销售面积不增加碰到天花板还有一倍的市场空间郁亮说相信白银时代依然是贵金属的时代,0.0392
aishell1,aishell1_S0006_01,long,0.3333,CER,"同比增长22.6%,增速比上年末高7.9个百分点,个人购房贷款余额11.52万亿元,同比增长17.5%。",同比增长百分之二十二点六增速比上年末高七点九个百分点个人购房贷款馀额十一点五二万亿元同比增长百分之十七点五,同比增长百分之二十二点六增速比上年末高七点九个百分点个人购房贷款馀额十一点五二万亿元同比增长百分之十七点五,0.4528
aishell1,aishell1_S0007_01,long,0.0381,CER,对于长袖上午的上市公司而言加码金融投资获得不菲回报也成为了热门选择新湖中宝季去年入股温州银行抢时金改红利后,对于长袖善舞的上市公司而言加码金融投资获得不菲回报也成为了热门选择新湖中宝继去年入股温州银行抢食金改红利后,对于长袖善舞的上市公司而言加码金融投资获得不菲回报也成为了热门选择新湖中宝继去年入股温州银行抢食金改红利后,0.0755
aishell1,aishell1_S0008_01,long,0.0515,CER,尤其对于一二线重点城市而言在2014年年底已出现房价值跌反弹的迹象这会使得市场预期得到进一步的改变,尤其对于一二线重点城市而言在二零一四年年底已出现房价止跌反弹的迹象这会使得市场预期得到进一步的改变,尤其对于一二线重点城市而言在二零一四年年底已出现房价止跌反弹的迹象这会使得市场预期得到进一步的改变,0.102
aishell1,aishell1_S0009_01,long,0.0353,CER,产业标杆全线升级优势互补出了标杆产品的推出保隆在相关城市综合体的配套产业上同样稳步推进,产业标杆全线升级优势互补除了标杆产品的推出宝龙在相关城市综合体的配套产业上同样稳步推进,产业标杆全线升级优势互补除了标杆产品的推出宝龙在相关城市综合体的配套产业上同样稳步推进,0.0698
aishell1,aishell1_S0010_01,long,0.0,CER,高周转就是牺牲利润一些企业开始转而做高利润率与当初土地价格持平如果再计算其他基础费用项目去年入市后销售速度很慢,高周转就是牺牲利润一些企业开始转而做高利润率与当初土地价格持平如果再计算其他基础费用项目去年入市后销售速度很慢,高周转就是牺牲利润一些企业开始转而做高利润率与当初土地价格持平如果再计算其他基础费用项目去年入市后销售速度很慢,0.0
aishell1,aishell1_S0011_01,long,0.0,CER,由此导致九龙仓趁机成为绿城第二大股东宋卫平的绿城和孙宏斌的融创之间的收购和反收购风波绿城项目的规划设计水平很高,由此导致九龙仓趁机成为绿城第二大股东宋卫平的绿城和孙宏斌的融创之间的收购和反收购风波绿城项目的规划设计水平很高,由此导致九龙仓趁机成为绿城第二大股东宋卫平的绿城和孙宏斌的融创之间的收购和反收购风波绿城项目的规划设计水平很高,0.0
aishell1,aishell1_S0012_01,long,0.0531,CER,"你还囤着车库、商铺慢慢卖吗?恒大都卖米了,你还只雇着卖房吗?包括食物安置和货币安置计划。因应地质疑,确定城市棚户区改造安置方式。",你还囤着车库商铺慢慢卖吗恒大都卖米了你还只顾着卖房吗包括实物安置和货币安置计划应因地制宜确定城市棚户区改造安置方式,你还囤着车库商铺慢慢卖吗恒大都卖米了你还只顾着卖房吗包括实物安置和货币安置计划应因地制宜确定城市棚户区改造安置方式,0.1053
aishell1,aishell1_S0013_01,long,0.0632,CER,调控也逐渐淡出了政府的决议内容2015年6月浙江住宅销售价格快速回升6月浙江住宅销售价格快速回升,调控也逐渐淡出了政府的决议内容二零一五年六月浙江住宅销售价格快速回升六月浙江住宅销售价格快速回升,调控也逐渐淡出了政府的决议内容二零一五年六月浙江住宅销售价格快速回升六月浙江住宅销售价格快速回升,0.125
aishell1,aishell1_S0014_01,long,0.0667,CER,折合楼面价3.8万元每平方米一举刷新北京总地价记录这是市场对于未来的良好预期,折合楼面价三点八万元每平方米一举刷新北京总地价纪录这是市场对于未来的良好预期,折合楼面价三点八万元每平方米一举刷新北京总地价纪录这是市场对于未来的良好预期,0.1053
aishell1,aishell1_S0015_01,long,0.045,CER,尽管中国政府在上个月推出了拯救楼市的一篮子计划但大部分地产商仍对未来缺乏信心纷纷调低2015年销售业绩的增长目标,尽管中国政府在上个月推出了拯救楼市的一揽子计划但大部分地产商仍对未来缺乏信心纷纷调低二零一五年销售业绩的增长目标,尽管中国政府在上个月推出了拯救楼市的一揽子计划但大部分地产商仍对未来缺乏信心纷纷调低二零一五年销售业绩的增长目标,0.0893
aishell1,aishell1_S0016_01,long,0.0123,CER,而在经营上采取轻资产重运营的策略这都是起运营效率高于传统公司如果互联网营销经营得当,而在经营上采取轻资产重运营的策略这都是其运营效率高于传统公司如果互联网营销经营得当,而在经营上采取轻资产重运营的策略这都是其运营效率高于传统公司如果互联网营销经营得当,0.0244
aishell1,aishell1_S0017_01,long,0.0,CER,不少平台笼络的不过是马路游击队纠纷很多却无力解决一些自营公司也难免将订单转包给加盟工队质量控制难免存在问题,不少平台笼络的不过是马路游击队纠纷很多却无力解决一些自营公司也难免将订单转包给加盟工队质量控制难免存在问题,不少平台笼络的不过是马路游击队纠纷很多却无力解决一些自营公司也难免将订单转包给加盟工队质量控制难免存在问题,0.0
aishell1,aishell1_S0018_01,long,0.0374,CER,特别是全国性的地产巨头万科绿地最近一两年与互联网金融的接触更为频繁与平安号防网联手推出一款互联网金融累查产品,特别是全国性的地产巨头万科绿地最近一两年与互联网金融的接触更为频繁与平安好房网联手推出一款互联网金融理财产品,特别是全国性的地产巨头万科绿地最近一两年与互联网金融的接触更为频繁与平安好房网联手推出一款互联网金融理财产品,0.0741
aishell1,aishell1_S0019_01,long,0.0187,CER,拆除微旧住房9万套拉动了新疆兵团经济发展提高了新疆兵团的凝聚力向心力通过棚户区改造房屋征收连队转型发展等工作,拆除危旧住房九万套拉动了新疆兵团经济发展提高了新疆兵团的凝聚力向心力通过棚户区改造房屋征收连队转型发展等工作,拆除危旧住房九万套拉动了新疆兵团经济发展提高了新疆兵团的凝聚力向心力通过棚户区改造房屋征收连队转型发展等工作,0.037
aishell1,aishell1_S0020_01,long,0.1053,CER,上海中原地产研究总监宋慧雍成就在11月21日央行突然宣布降息后11月下半月成交出现戏剧性的一幕,上海中原地产研究总监宋会雍称就在十一月二十一日央行突然宣布降息后十一月下半月成交出现戏剧性的一幕,上海中原地产研究总监宋会雍称就在十一月二十一日央行突然宣布降息后十一月下半月成交出现戏剧性的一幕,0.1875
aishell1,aishell1_S0021_01,long,0.0297,CER,"从目前的土地市场看,房企拿地热情依然高涨,高溢价率土地频频入市,如2月16日在武汉市土地市场的节前收官之战中。",从目前的土地市场看房企拿地热情依然高涨高溢价率土地频频入市如二月十六日在武汉市土地市场的节前收官之战中,从目前的土地市场看房企拿地热情依然高涨高溢价率土地频频入市如二月十六日在武汉市土地市场的节前收官之战中,0.0588
aishell1,aishell1_S0022_01,long,0.0916,CER,突如其来的降息让不少人联想起上次中兴网重庆1月15日电租金下行风险将增大2014年第四季度重庆写字楼市场有逾32万平方米的新增供应,突如其来的降息让不少人联想起上次中新网重庆一月十五日电租金下行风险将增大二零一四年第四季度重庆写字楼市场有逾三十二万平方米的新增供应,突如其来的降息让不少人联想起上次中新网重庆一月十五日电租金下行风险将增大二零一四年第四季度重庆写字楼市场有逾三十二万平方米的新增供应,0.1667
aishell1,aishell1_S0023_01,long,0.191,CER,23家全国品牌企业市场份额已达到20.31%品牌企业越来越注重全产业链价值的深度挂掘,二十三家全国品牌企业市场份额已达到百分之二十点三一品牌企业越来越注重全产业链价值的深度挖掘,二十三家全国品牌企业市场份额已达到百分之二十点三一品牌企业越来越注重全产业链价值的深度挖掘,0.2667
aishell1,aishell1_S0024_01,long,0.0165,CER,16庄地块成交的信息公布后售楼处咨询电话就没断过相比新成交的热门地块和周边其他在售项目随着成交地块逐渐进入开发阶段售卖阶段,石榴庄地块成交的信息公布后售楼处咨询电话就没断过相比新成交的热门地块和周边其他在售项目随着成交地块逐渐进入开发阶段售卖阶段,石榴庄地块成交的信息公布后售楼处咨询电话就没断过相比新成交的热门地块和周边其他在售项目随着成交地块逐渐进入开发阶段售卖阶段,0.0328
aishell1,aishell1_S0025_01,long,0.0,CER,黑暗之心一月份全国各城市商品房住宅成交量普遍下滑楼市成交量环比回落土地市场却在明显升温,黑暗之心一月份全国各城市商品房住宅成交量普遍下滑楼市成交量环比回落土地市场却在明显升温,黑暗之心一月份全国各城市商品房住宅成交量普遍下滑楼市成交量环比回落土地市场却在明显升温,0.0
aishell1,aishell1_S0026_01,long,0.1705,CER,这预示着房企对后市的预期正在逐步转向乐观2015年的市场会比2014年好预计交易量会有5%的增长房价平均涨幅可能在5%左右,这预示着房企对后市的预期正在逐步转向乐观二零一五年的市场会比二零一四年好预计交易量会有百分之五的增长房价平均涨幅可能在百分之五左右,这预示着房企对后市的预期正在逐步转向乐观二零一五年的市场会比二零一四年好预计交易量会有百分之五的增长房价平均涨幅可能在百分之五左右,0.2462
aishell1,aishell1_S0027_01,long,0.012,CER,一二线城市已成为房企主要阵地随着信贷及调控政策的进一步放松房企将调整策略加大拿的步伐,一二线城市已成为房企主要阵地随着信贷及调控政策的进一步放松房企将调整策略加大拿地步伐,一二线城市已成为房企主要阵地随着信贷及调控政策的进一步放松房企将调整策略加大拿地步伐,0.0238
aishell1,aishell1_S0028_01,long,0.0123,CER,万科说的最多的是转型创新万科在学习互联网思维在讲白银时代的故事在推进事业合伙人等等,万科说得最多的是转型创新万科在学习互联网思维在讲白银时代的故事在推进事业合伙人等等,万科说得最多的是转型创新万科在学习互联网思维在讲白银时代的故事在推进事业合伙人等等,0.0244
aishell1,aishell1_S0029_01,long,0.0826,CER,"这两位一度惺惺相惜,好兄弟似的大佬深化了三年来的合作关系从2014年10月底宋卫平开始释放回归意愿荣率之争夹杂着前所未有的关注",这两位一度惺惺相惜好兄弟式的大佬深化了三年来的合作关系从二零一四年十月底宋卫平开始释放回归意愿融绿之争夹杂着前所未有的关注,这两位一度惺惺相惜好兄弟式的大佬深化了三年来的合作关系从二零一四年十月底宋卫平开始释放回归意愿融绿之争夹杂着前所未有的关注,0.1475
aishell1,aishell1_S0030_01,long,0.0495,CER,去年8月搜索网提出向房产交易平台转型链家宣布停止与搜索网的合作《新京报》记者侯少青社在最终导致他们灭绝之前,去年八月搜房网提出向房产交易平台转型链家宣布停止与搜房网的合作新京报记者侯少卿摄在最终导致他们灭绝之前,去年八月搜房网提出向房产交易平台转型链家宣布停止与搜房网的合作新京报记者侯少卿摄在最终导致他们灭绝之前,0.098
aishell1,aishell1_S0031_01,long,0.0084,CER,"线下的中介公司如链家地产,我爱我家等都在布局线上而以搜访网为代表的线上公司则在布局线下各家公司都力图打通线上与线下交易环节",线下的中介公司如链家地产我爱我家等都在布局线上而以搜房网为代表的线上公司则在布局线下各家公司都力图打通线上与线下交易环节,线下的中介公司如链家地产我爱我家等都在布局线上而以搜房网为代表的线上公司则在布局线下各家公司都力图打通线上与线下交易环节,0.0167
aishell1,aishell1_S0032_01,very_long,0.0282,CER,甄园占比分额更高达六成以上北京千万级豪宅平均每售出九套就有六套来自甄园即使在全国楼盘销售排行中甄园也居于前三名之列北京将会有一大批高端项目入市也让业内看见了未来两年北京商品住宅高端化的趋势而融创农长管地块的高价取证,臻园占比份额更高达六成以上北京千万级豪宅平均每售出九套就有六套来自臻园即使在全国楼盘销售排行中臻园也居于前三名之列北京将会有一大批高端项目入市也让业内看见了未来两年北京商品住宅高端化的趋势而融创农展馆地块的高价取证,臻园占比份额更高达六成以上北京千万级豪宅平均每售出九套就有六套来自臻园即使在全国楼盘销售排行中臻园也居于前三名之列北京将会有一大批高端项目入市也让业内看见了未来两年北京商品住宅高端化的趋势而融创农展馆地块的高价取证,0.0561
aishell1,aishell1_S0033_01,very_long,0.1229,CER,全国销售金额超过52亿元2014年占销售总额的20.3%迅龙高手二龙头房企开辟新开地图龙头房企的多元化步伐纷纷加快恒大开始卖粮卖油卖矿泉水卖婴幼儿奶粉动画片迅龙高手二不负期待,全年销售金额超过五十二亿元二零一四年占销售总额的百分之二十点三驯龙高手二龙头房企开辟新开地图龙头房企的多元化步伐纷纷加快恒大开始卖粮卖油卖矿泉水卖婴幼儿奶粉动画片驯龙高手二不负期待,全年销售金额超过五十二亿元二零一四年占销售总额的百分之二十点三驯龙高手二龙头房企开辟新开地图龙头房企的多元化步伐纷纷加快恒大开始卖粮卖油卖矿泉水卖婴幼儿奶粉动画片驯龙高手二不负期待,0.1889
aishell1,aishell1_S0034_01,very_long,0.137,CER,绿地的海外拓展最为凶猛2014年绿地集团海外收入达到153亿元较上年大幅增加400%较上年大增500%绿地海外投资总额新增约100亿美元力争在量至两个层面均能实现突破包括顺应中国市场消费结构和消费需求转型升级的趋势,绿地的海外拓展最为凶猛二零一四年绿地集团海外收入达到一百五十三亿元较上年大幅增加百分之四百较上年大增百分之五百绿地海外投资总额新增约一百亿美元力争在量质两个层面均能实现突破包括顺应中国市场消费结构和消费需求转型升级的趋势,绿地的海外拓展最为凶猛二零一四年绿地集团海外收入达到一百五十三亿元较上年大幅增加百分之四百较上年大增百分之五百绿地海外投资总额新增约一百亿美元力争在量质两个层面均能实现突破包括顺应中国市场消费结构和消费需求转型升级的趋势,0.2091
aishell1,aishell1_S0035_01,very_long,0.0055,CER,养老地产合作成新热点据了解显资的身影经常出现在房地产行业如泰康等部分保险公司直接投资不动产而养老业务的拓展需要地产强有力的资源支撑保险公司不需要融资可以直接将养老地产变成保险产品销售,养老地产合作成新热点据了解险资的身影经常出现在房地产行业如泰康等部分保险公司直接投资不动产而养老业务的拓展需要地产强有力的资源支撑保险公司不需要融资可以直接将养老地产变成保险产品销售,养老地产合作成新热点据了解险资的身影经常出现在房地产行业如泰康等部分保险公司直接投资不动产而养老业务的拓展需要地产强有力的资源支撑保险公司不需要融资可以直接将养老地产变成保险产品销售,0.011
aishell1,aishell1_S0036_01,very_long,0.0514,CER,"中心网5月11日电,揭示了绿地集团引领行业敲除地位的品牌内涵,并代表公司向北京绿化基金会进行了碳中和工艺捐赠,专项用于北京城市节能减排碳汇中和工作。据立地集团北京媒体关系中心负责人透露",中新网五月十一日电揭示了绿地集团引领行业翘楚地位的品牌内涵并代表公司向北京绿化基金会进行了碳中和公益捐赠专项用于北京城市节能减排碳汇中和工作据绿地集团北京媒体关系中心负责人透露,中新网五月十一日电揭示了绿地集团引领行业翘楚地位的品牌内涵并代表公司向北京绿化基金会进行了碳中和公益捐赠专项用于北京城市节能减排碳汇中和工作据绿地集团北京媒体关系中心负责人透露,0.1023
aishell1,aishell1_S0037_01,very_long,0.0881,CER,与绿色北京同行活动将以音乐为载体通过多角度系统化的形式将绿地为国际一流和谐移居制度的建设共同努力成为最环保启动仪式中新网5月11日点胡润百富官网中新网10月15日点胡润研究院发布2015胡润百富榜,与绿色北京同行活动将以音乐为载体通过多角度系统化的形式将绿地为国际一流和谐宜居之都的建设共同努力成为最环保启动仪式中新网五月十一日电胡润百富官网中新网十月十五日电胡润研究院发布二零一五胡润百富榜,与绿色北京同行活动将以音乐为载体通过多角度系统化的形式将绿地为国际一流和谐宜居之都的建设共同努力成为最环保启动仪式中新网五月十一日电胡润百富官网中新网十月十五日电胡润研究院发布二零一五胡润百富榜,0.1649
aishell1,aishell1_S0038_01,very_long,0.1314,CER,大学城、八南鱼洞、北培等板块的部分楼盘建议价格含在5000元以下最低的见面价格只有4200元推出特价房等力度颇大的优惠举措2016年中国会爆发房地产危机吗?2016年中国会爆发房地产危机吗,大学城巴南鱼洞北碚等板块的部分楼盘建议价格还在五千元以下最低的建面价格只有四千二元推出特价房等力度颇大的优惠举措二零一六年中国会爆发房地产危机吗二零一六年中国会爆发房地产危机吗,大学城巴南鱼洞北碚等板块的部分楼盘建议价格还在五千元以下最低的建面价格只有四千二元推出特价房等力度颇大的优惠举措二零一六年中国会爆发房地产危机吗二零一六年中国会爆发房地产危机吗,0.2273
aishell1,aishell1_S0039_01,very_long,0.0223,CER,如果当前的住房繁荣会刺激住房供给再次增加那么这种住房繁荣后面一定会潜伏中国房地产市场的新危机中国这场房地产市场的新危机就可能在2016年爆发随之国内房地产市场将陷入新的一轮调整周期,如果当前的住房繁荣会刺激住房供给再次增加那么这种住房繁荣后面一定会潜伏中国房地产市场的新危机中国这场房地产市场的新危机就可能在二零一六年爆发随之国内房地产市场将陷入新的一轮调整周期,如果当前的住房繁荣会刺激住房供给再次增加那么这种住房繁荣后面一定会潜伏中国房地产市场的新危机中国这场房地产市场的新危机就可能在二零一六年爆发随之国内房地产市场将陷入新的一轮调整周期,0.0444
aishell1,aishell1_S0040_01,very_long,0.0226,CER,"分明是要清清楚楚地与爱空间划行界线。爱空间创始人陈伟也给出了自己的说法,对二者的关系进行了自己的解读。爱空间商业行走模式,指手小米模式。雷军除了是小米科技创始人,同时也是顺为资本创始合伙人兼董事长的身份。但硬要把顺为资本的事说成小米的事",分明是要清清楚楚地与爱空间划清界限爱空间创始人陈炜也给出了自己的说法对二者的关系进行了自己的解读爱空间商业行走模式执守小米模式雷军除了是小米科技创始人同时也是顺为资本创始合伙人兼董事长的身份但硬要把顺为资本的事说成小米的事,分明是要清清楚楚地与爱空间划清界限爱空间创始人陈炜也给出了自己的说法对二者的关系进行了自己的解读爱空间商业行走模式执守小米模式雷军除了是小米科技创始人同时也是顺为资本创始合伙人兼董事长的身份但硬要把顺为资本的事说成小米的事,0.045
